src_ip,dst_ip,src_port,dst_port,protocol,flag,packet_count,byte_count,duration_ms,packets_per_sec,avg_packet_size,label
192.168.7.245,10.0.2.209,2442,80,TCP,SYN,13828,2778465,8860,1560.7223,200.9304,DoS
192.168.4.195,10.0.3.130,44402,443,TCP,SYN,43161,4279367,6997,6168.5008,99.1489,DoS
192.168.8.181,10.0.1.154,60662,443,ICMP,PSH-ACK,47,29282,2013,23.3482,623.0213,Benign
192.168.2.131,10.0.3.247,37695,25,ICMP,ACK,7,9459,4727,1.4809,1351.2857,Benign
192.168.2.85,10.0.4.95,61432,8080,ICMP,PSH-ACK,46,11226,1957,23.5054,244.0435,Benign
192.168.4.45,10.0.2.24,25659,80,ICMP,SYN-ACK,40,23238,2183,18.3234,580.95,Benign
192.168.9.64,10.0.4.111,53262,8266,UDP,SYN,73,44307,29112,2.5076,606.9452,Backdoor
192.168.7.217,10.0.3.182,17709,25,UDP,ACK,12,23134,4788,2.5063,1927.8333,Benign
192.168.6.140,10.0.2.167,6419,443,TCP,FIN,88,5765,267,329.588,65.5114,SQLInjection
192.168.2.114,10.0.0.87,1884,80,TCP,ACK,37,44042,870,42.5287,1190.3243,Benign
192.168.7.145,10.0.4.19,43329,443,UDP,SYN,24,18421,4028,5.9583,767.5417,Benign
192.168.7.179,10.0.0.181,39742,443,UDP,RST,49,32406,3784,12.9493,661.3469,Benign
192.168.5.7,10.0.5.33,39787,53,ICMP,ACK,30,19414,2077,14.4439,647.1333,Benign
192.168.4.198,10.0.0.208,10956,8080,UDP,PSH-ACK,6,38192,4893,1.2262,6365.3333,Benign
192.168.7.182,10.0.1.30,37581,22,TCP,FIN,33,30625,1108,29.7834,928.0303,Benign
192.168.10.192,10.0.3.254,28253,80,UDP,FIN,5,9645,2667,1.8748,1929.0,Benign
192.168.7.235,10.0.1.72,12420,263,TCP,SYN,236,4607,1600,147.5,19.5212,PortScan
192.168.10.151,10.0.4.11,5766,22,TCP,PSH-ACK,32,36789,1908,16.7715,1149.6562,Benign
192.168.7.125,10.0.2.159,49544,22,TCP,SYN,33,40756,691,47.7569,1235.0303,Benign
192.168.6.39,10.0.5.78,19117,21,UDP,SYN,801,17052,22210,36.0648,21.2884,BruteForce
192.168.3.55,10.0.1.199,57276,22,UDP,SYN,24,26416,3053,7.8611,1100.6667,Benign
192.168.7.226,10.0.2.36,57945,22,UDP,SYN,1325,110592,10071,131.5659,83.4657,BruteForce
192.168.8.193,10.0.1.98,15322,443,TCP,SYN,47129,3299349,6486,7266.2658,70.0068,DoS
192.168.6.150,10.0.1.164,12997,899,UDP,SYN,484,5304,879,550.6257,10.9587,PortScan
192.168.5.156,10.0.0.7,15201,80,ICMP,SYN-ACK,16,49190,2840,5.6338,3074.375,Benign
192.168.6.17,10.0.5.185,65168,6807,TCP,SYN-ACK,194,38530,46000,4.2174,198.6082,Backdoor
192.168.7.124,10.0.1.47,35983,53,ICMP,ACK,5,20206,3940,1.269,4041.2,Benign
192.168.4.245,10.0.1.17,17584,22,UDP,SYN-ACK,49,5984,3162,15.4965,122.1224,Benign
192.168.8.75,10.0.4.213,13998,80,TCP,SYN-ACK,12,17586,4919,2.4395,1465.5,Benign
192.168.8.135,10.0.4.120,39667,80,TCP,SYN,13782,167756,5743,2399.791,12.1721,DoS
192.168.1.150,10.0.2.74,17005,9773,UDP,FIN,131,60695,16210,8.0814,463.3206,Backdoor
192.168.9.50,10.0.0.179,35649,80,UDP,RST,8,7047,4490,1.7817,880.875,Benign
192.168.8.248,10.0.1.22,21472,80,TCP,RST,25,6535,631,39.6197,261.4,Benign
192.168.5.59,10.0.3.124,36076,25,UDP,ACK,11,1468,4080,2.6961,133.4545,Benign
192.168.9.20,10.0.4.117,7401,443,TCP,SYN,46344,4499871,6244,7422.1653,97.0972,DoS
192.168.7.78,10.0.1.85,50895,22,UDP,SYN,46,36408,118,389.8305,791.4783,Benign
192.168.3.222,10.0.3.211,38916,443,ICMP,ACK,9,24898,2256,3.9894,2766.4444,Benign
192.168.3.181,10.0.5.51,1825,80,TCP,SYN,17103,1737772,1888,9058.7924,101.6063,DoS
192.168.3.246,10.0.4.111,58320,25,UDP,PSH-ACK,26,46072,254,102.3622,1772.0,Benign
192.168.6.235,10.0.1.44,19918,80,TCP,SYN,23957,1386833,1447,16556.3234,57.8884,DoS
192.168.7.105,10.0.3.10,7780,8080,UDP,SYN,25,48900,4923,5.0782,1956.0,Benign
192.168.10.37,10.0.0.25,65452,512,UDP,SYN,310,9508,1076,288.1041,30.671,PortScan
192.168.3.35,10.0.1.72,3472,443,TCP,SYN-ACK,42,9051,1608,26.1194,215.5,Benign
192.168.3.13,10.0.2.97,10188,196,ICMP,SYN,779,1759,809,962.9172,2.258,PortScan
192.168.2.195,10.0.1.66,36032,22,UDP,ACK,1379,36484,8305,166.0446,26.4569,BruteForce
192.168.4.165,10.0.1.94,12921,80,ICMP,FIN,18,10875,2092,8.6042,604.1667,Benign
192.168.10.66,10.0.2.214,57379,8080,UDP,PSH-ACK,26,8773,1874,13.8741,337.4231,Benign
192.168.5.48,10.0.4.103,20580,443,TCP,RST,64,2163,138,463.7681,33.7969,SQLInjection
192.168.5.150,10.0.4.111,29165,443,TCP,SYN-ACK,8,48320,4878,1.64,6040.0,Benign
192.168.6.64,10.0.3.193,30765,22,ICMP,PSH-ACK,45,16392,2366,19.0194,364.2667,Benign
192.168.10.141,10.0.5.161,24651,22,TCP,RST,19,23844,3415,5.5637,1254.9474,Benign
192.168.2.86,10.0.5.46,26166,8080,UDP,SYN-ACK,41,4847,2291,17.8961,118.2195,Benign
192.168.8.196,10.0.3.246,11359,3389,UDP,ACK,1246,25880,22302,55.8694,20.7705,BruteForce
192.168.7.107,10.0.2.27,18495,80,TCP,SYN,21332,3491680,7076,3014.6976,163.6827,DoS
192.168.3.74,10.0.3.200,63215,443,TCP,SYN,25826,2057273,6538,3950.1377,79.659,DoS
192.168.4.144,10.0.4.179,46204,80,TCP,SYN,46536,4936760,6555,7099.3135,106.0848,DoS
192.168.4.40,10.0.2.52,58527,443,TCP,SYN,43822,1364453,5879,7453.9888,31.1363,DoS
192.168.2.87,10.0.3.21,11290,443,TCP,SYN,17878,4689007,4679,3820.9019,262.2781,DoS
192.168.6.70,10.0.1.241,44235,53,UDP,FIN,26,33281,3615,7.1923,1280.0385,Benign
192.168.4.172,10.0.4.7,28087,3389,TCP,FIN,1302,48565,11700,111.2821,37.3003,BruteForce
192.168.10.121,10.0.4.164,16514,80,TCP,SYN,32215,906828,6807,4732.6282,28.1492,DoS
192.168.4.173,10.0.4.22,7676,3389,UDP,RST,602,192095,17135,35.1328,319.0947,BruteForce
192.168.2.8,10.0.1.6,33602,268,TCP,SYN,488,1965,2431,200.7404,4.0266,PortScan
192.168.3.199,10.0.0.242,7277,53,UDP,RST,32,32086,4637,6.901,1002.6875,Benign
192.168.1.143,10.0.1.99,48990,80,TCP,SYN,12721,1205743,3006,4231.8696,94.7837,DoS
192.168.5.102,10.0.1.152,51369,22,UDP,FIN,16,21688,2377,6.7312,1355.5,Benign
192.168.3.192,10.0.4.254,55507,22,ICMP,ACK,49,19933,2921,16.7751,406.7959,Benign
192.168.7.53,10.0.1.154,8159,25,UDP,ACK,42,39076,2562,16.3934,930.381,Benign
192.168.1.56,10.0.3.211,38553,25,UDP,RST,10,44262,999,10.01,4426.2,Benign
192.168.3.165,10.0.3.180,60730,8080,UDP,PSH-ACK,41,30657,824,49.7573,747.7317,Benign
192.168.10.105,10.0.3.254,45079,460,TCP,SYN,323,6384,1403,230.221,19.7647,PortScan
192.168.10.29,10.0.0.27,63671,80,TCP,SYN,27931,4891734,1451,19249.4831,175.1364,DoS
192.168.2.103,10.0.5.64,38227,25,ICMP,SYN-ACK,42,2720,766,54.8303,64.7619,Benign
192.168.4.58,10.0.1.70,64729,22,UDP,ACK,47,27976,4048,11.6107,595.234,Benign
192.168.4.245,10.0.5.71,35986,80,TCP,SYN-ACK,41,36249,2273,18.0378,884.122,Benign
192.168.2.187,10.0.0.245,5687,53,UDP,FIN,18,2970,705,25.5319,165.0,Benign
192.168.5.233,10.0.4.24,7822,443,TCP,SYN,42902,796573,1408,30470.1705,18.5673,DoS
192.168.1.218,10.0.2.168,59938,309,TCP,SYN,642,7835,2208,290.7609,12.204,PortScan
192.168.2.104,10.0.4.9,50044,80,TCP,SYN,21151,2549289,3365,6285.5869,120.5281,DoS
192.168.2.245,10.0.1.67,33919,6920,ICMP,SYN-ACK,161,39227,20219,7.9628,243.646,Backdoor
192.168.1.54,10.0.2.51,5918,443,TCP,SYN,42058,906718,8957,4695.5454,21.5588,DoS
192.168.10.26,10.0.1.236,36645,80,UDP,SYN,25,31993,910,27.4725,1279.72,Benign
192.168.2.203,10.0.3.30,14346,80,TCP,PSH-ACK,42,45185,2634,15.9453,1075.8333,Benign
192.168.1.35,10.0.2.232,31428,443,ICMP,SYN,38,36914,823,46.1725,971.4211,Benign
192.168.5.24,10.0.0.34,56099,25,ICMP,FIN,24,21282,1219,19.6883,886.75,Benign
192.168.8.240,10.0.5.20,51657,22,ICMP,ACK,35,33928,3118,11.2251,969.3714,Benign
192.168.8.98,10.0.2.221,29119,80,TCP,RST,20,36814,752,26.5957,1840.7,Benign
192.168.1.236,10.0.5.128,20793,25,ICMP,SYN,29,8502,4831,6.0029,293.1724,Benign
192.168.5.44,10.0.1.165,10969,8080,TCP,SYN-ACK,8,5489,2045,3.912,686.125,Benign
192.168.2.236,10.0.2.56,22748,3389,TCP,FIN,1558,123598,23688,65.7717,79.3312,BruteForce
192.168.3.100,10.0.0.105,36929,7205,UDP,SYN-ACK,62,47359,21501,2.8836,763.8548,Backdoor
192.168.8.190,10.0.2.229,5942,443,TCP,SYN,23546,4181551,2065,11402.4213,177.5907,DoS
192.168.8.150,10.0.4.153,47212,53,ICMP,SYN-ACK,38,24020,3589,10.5879,632.1053,Benign
192.168.7.155,10.0.2.130,38393,120,ICMP,SYN,131,7049,934,140.257,53.8092,PortScan
192.168.10.254,10.0.5.180,48896,22,UDP,FIN,27,43977,3392,7.9599,1628.7778,Benign
192.168.4.94,10.0.2.200,34110,22,UDP,ACK,1118,177287,25737,43.4394,158.5751,BruteForce
192.168.2.117,10.0.1.100,27514,8080,TCP,PSH-ACK,30,24548,312,96.1538,818.2667,Benign
192.168.5.98,10.0.0.122,2502,80,ICMP,SYN,23,43354,2348,9.7956,1884.9565,Benign
192.168.2.215,10.0.1.2,54659,25,UDP,RST,31,12298,2235,13.8702,396.7097,Benign
192.168.1.202,10.0.5.132,30192,8,TCP,SYN,753,7747,2175,346.2069,10.2882,PortScan
192.168.9.154,10.0.0.173,18846,443,TCP,FIN,39,9722,163,239.2638,249.2821,Benign
192.168.8.105,10.0.1.50,33890,80,ICMP,SYN,27,43727,1421,19.0007,1619.5185,Benign
192.168.3.59,10.0.1.142,10728,80,TCP,SYN,23606,210486,9782,2413.2079,8.9166,DoS
192.168.5.121,10.0.2.222,11217,8080,ICMP,ACK,43,39235,4978,8.638,912.4419,Benign
192.168.5.9,10.0.0.70,7070,53,TCP,PSH-ACK,22,30146,1048,20.9924,1370.2727,Benign
192.168.4.96,10.0.0.181,8590,61,TCP,SYN,945,6151,1295,729.7297,6.509,PortScan
192.168.6.248,10.0.3.238,10567,269,TCP,SYN,945,1125,2288,413.0245,1.1905,PortScan
192.168.5.31,10.0.5.180,62366,443,TCP,SYN,41472,443386,8608,4817.8439,10.6912,DoS
192.168.9.62,10.0.0.33,61751,80,ICMP,SYN,6,20167,938,6.3966,3361.1667,Benign
192.168.10.74,10.0.5.242,22613,80,TCP,SYN-ACK,44,22318,1134,38.8007,507.2273,Benign
192.168.9.195,10.0.0.239,44001,21,UDP,SYN-ACK,1338,117476,28210,47.43,87.7997,BruteForce
192.168.8.74,10.0.5.227,42233,22,TCP,RST,558,32282,23022,24.2377,57.853,BruteForce
192.168.9.173,10.0.4.238,41016,22,TCP,SYN,19,23067,4177,4.5487,1214.0526,Benign
192.168.9.165,10.0.5.248,2658,21,ICMP,ACK,1343,163402,27333,49.1347,121.6694,BruteForce
192.168.2.171,10.0.1.25,15567,25,ICMP,RST,50,29639,2152,23.2342,592.78,Benign
192.168.4.211,10.0.5.104,40100,654,ICMP,SYN,933,6438,2763,337.6764,6.9003,PortScan
192.168.6.246,10.0.2.235,33332,443,TCP,SYN,6366,4669536,5558,1145.376,733.5118,DoS
192.168.3.148,10.0.5.1,55688,7965,UDP,RST,165,88575,13200,12.5,536.8182,Backdoor
192.168.5.92,10.0.1.134,40852,80,ICMP,FIN,29,4869,497,58.3501,167.8966,Benign
192.168.7.85,10.0.3.118,16791,21,TCP,FIN,960,126405,3416,281.0304,131.6719,BruteForce
192.168.2.103,10.0.2.37,30132,457,UDP,SYN,528,2132,1724,306.2645,4.0379,PortScan
192.168.10.231,10.0.4.15,10199,25,UDP,ACK,6,34056,2396,2.5042,5676.0,Benign
192.168.4.123,10.0.5.103,41391,9688,ICMP,ACK,176,57136,29382,5.9901,324.6364,Backdoor
192.168.5.78,10.0.3.199,55901,8080,UDP,ACK,5,35332,2410,2.0747,7066.4,Benign
192.168.3.62,10.0.5.37,60068,443,UDP,ACK,24,34073,139,172.6619,1419.7083,Benign
192.168.1.71,10.0.0.117,47517,22,TCP,SYN-ACK,1674,96768,13206,126.7606,57.8065,BruteForce
192.168.4.242,10.0.3.154,8102,8080,UDP,RST,25,30550,2408,10.3821,1222.0,Benign
192.168.10.238,10.0.0.99,12434,7547,UDP,RST,23,26253,28189,0.8159,1141.4348,Backdoor
192.168.3.95,10.0.3.16,16697,3389,TCP,ACK,495,172682,28044,17.6508,348.8525,BruteForce
192.168.6.173,10.0.4.75,24540,80,TCP,ACK,25,42445,4505,5.5494,1697.8,Benign
192.168.3.135,10.0.3.58,4044,22,UDP,SYN,1439,124054,14855,96.8697,86.2085,BruteForce
192.168.3.232,10.0.5.159,40351,80,TCP,SYN,11501,4171603,5841,1969.0122,362.7165,DoS
192.168.3.154,10.0.1.213,9610,80,TCP,SYN-ACK,31,30909,4536,6.8342,997.0645,Benign
192.168.3.232,10.0.0.92,45883,361,TCP,SYN,515,7266,2974,173.1675,14.1087,PortScan
192.168.4.122,10.0.0.102,15526,80,TCP,SYN,19119,1115944,4778,4001.465,58.3683,DoS
192.168.10.41,10.0.4.12,20820,80,ICMP,SYN-ACK,16,10410,469,34.1151,650.625,Benign
192.168.7.25,10.0.5.150,4218,443,TCP,RST,46,16459,1833,25.0955,357.8043,Benign
192.168.6.159,10.0.1.126,40620,53,UDP,SYN,8,635,576,13.8889,79.375,Benign
192.168.1.48,10.0.5.149,43493,80,UDP,FIN,29,10082,1609,18.0236,347.6552,Benign
192.168.6.97,10.0.5.184,45392,22,UDP,PSH-ACK,9,34193,3118,2.8865,3799.2222,Benign
192.168.6.249,10.0.4.80,1185,53,ICMP,FIN,44,9847,1958,22.4719,223.7955,Benign
192.168.1.74,10.0.2.187,53701,25,TCP,ACK,19,5929,3254,5.839,312.0526,Benign
192.168.8.120,10.0.4.197,5969,443,TCP,SYN,23980,3800149,5717,4194.5076,158.4716,DoS
192.168.4.114,10.0.0.201,49526,8080,TCP,RST,27,13332,955,28.2723,493.7778,Benign
192.168.2.172,10.0.3.250,33723,877,UDP,SYN,448,1957,1911,234.4322,4.3683,PortScan
192.168.3.169,10.0.3.166,59765,443,UDP,SYN,6,38215,1411,4.2523,6369.1667,Benign
192.168.9.23,10.0.5.166,22071,80,UDP,RST,31,43896,707,43.8472,1416.0,Benign
192.168.10.16,10.0.1.34,17139,22,TCP,PSH-ACK,1000,135425,22514,44.4168,135.425,BruteForce
192.168.9.175,10.0.3.7,26345,9626,ICMP,FIN,129,31803,31974,4.0345,246.5349,Backdoor
192.168.4.35,10.0.1.51,45847,729,UDP,SYN,699,3544,793,881.4628,5.0701,PortScan
192.168.3.97,10.0.5.133,48240,53,UDP,PSH-ACK,28,27637,1907,14.6827,987.0357,Benign
192.168.8.22,10.0.0.74,56454,6996,TCP,RST,69,7827,12624,5.4658,113.4348,Backdoor
192.168.1.241,10.0.5.63,30748,3389,UDP,ACK,1740,151000,20500,84.878,86.7816,BruteForce
192.168.3.224,10.0.1.180,46721,80,TCP,ACK,43,16331,226,190.2655,379.7907,SQLInjection
192.168.10.169,10.0.5.129,56825,9462,UDP,FIN,73,21621,41375,1.7644,296.1781,Backdoor
192.168.9.183,10.0.2.27,33194,22,ICMP,RST,1841,189047,18283,100.6946,102.6871,BruteForce
192.168.7.88,10.0.4.19,58851,53,UDP,ACK,13,3202,872,14.9083,246.3077,Benign
192.168.2.200,10.0.2.171,58092,21,TCP,FIN,535,193587,16023,33.3895,361.8449,BruteForce
192.168.7.75,10.0.1.111,30195,80,TCP,SYN-ACK,14,32471,1599,8.7555,2319.3571,Benign
192.168.5.81,10.0.2.57,64085,749,TCP,SYN,788,7426,1786,441.2094,9.4239,PortScan
192.168.7.158,10.0.3.251,27941,21,UDP,RST,1247,86940,21289,58.5749,69.7193,BruteForce
192.168.7.41,10.0.1.72,54379,753,ICMP,SYN,950,2971,588,1615.6463,3.1274,PortScan
192.168.5.105,10.0.5.36,21661,266,TCP,SYN,681,7861,1839,370.31,11.5433,PortScan
192.168.7.137,10.0.2.220,8223,80,TCP,PSH-ACK,31,8782,3764,8.2359,283.2903,Benign
192.168.7.183,10.0.3.46,40167,443,TCP,SYN,6427,3798114,4530,1418.7638,590.9622,DoS
192.168.5.176,10.0.2.222,10099,53,TCP,ACK,12,20236,3680,3.2609,1686.3333,Benign
192.168.6.231,10.0.0.48,10680,22,TCP,SYN-ACK,34,36551,151,225.1656,1075.0294,Benign
192.168.5.234,10.0.2.249,33316,22,ICMP,RST,13,24982,1052,12.3574,1921.6923,Benign
192.168.9.75,10.0.5.168,4427,80,TCP,SYN,20084,4543443,3194,6288.0401,226.222,DoS
192.168.2.75,10.0.3.143,45630,80,TCP,ACK,66,7113,405,162.963,107.7727,SQLInjection
192.168.1.238,10.0.4.179,47106,80,UDP,SYN-ACK,50,26367,4099,12.1981,527.34,Benign
192.168.7.197,10.0.5.114,1794,443,TCP,SYN,46296,1943058,3303,14016.3488,41.9703,DoS
192.168.9.110,10.0.1.2,8418,443,TCP,ACK,6,3711,4343,1.3815,618.5,Benign
192.168.5.129,10.0.2.33,26432,80,TCP,RST,36,8963,266,135.3383,248.9722,SQLInjection
192.168.8.173,10.0.4.98,2527,25,ICMP,ACK,39,40165,3421,11.4002,1029.8718,Benign
192.168.8.186,10.0.5.164,6646,7566,ICMP,ACK,22,48983,51950,0.4235,2226.5,Backdoor
192.168.5.156,10.0.2.229,29523,80,ICMP,ACK,40,24779,3534,11.3186,619.475,Benign
192.168.5.146,10.0.5.214,4431,443,TCP,ACK,21,41239,3127,6.7157,1963.7619,Benign
192.168.2.233,10.0.4.239,15124,3389,UDP,SYN,1991,10239,4537,438.8362,5.1426,BruteForce
192.168.2.231,10.0.2.75,26681,707,TCP,SYN,905,9693,745,1214.7651,10.7105,PortScan
192.168.9.225,10.0.0.56,63391,74,ICMP,SYN,392,5182,779,503.2092,13.2194,PortScan
192.168.1.73,10.0.0.70,16883,22,TCP,SYN-ACK,29,33855,2884,10.0555,1167.4138,Benign
192.168.2.176,10.0.1.214,22662,212,TCP,SYN,381,9438,1389,274.2981,24.7717,PortScan
192.168.8.80,10.0.3.82,24109,443,ICMP,SYN,7,41424,198,35.3535,5917.7143,Benign
192.168.2.237,10.0.3.133,62064,8080,UDP,FIN,33,7708,4089,8.0704,233.5758,Benign
192.168.8.141,10.0.2.10,7001,80,TCP,SYN,35316,961572,7632,4627.3585,27.2277,DoS
192.168.10.135,10.0.5.144,43349,22,ICMP,ACK,49,7239,3671,13.3479,147.7347,Benign
192.168.2.28,10.0.2.133,61831,53,UDP,FIN,32,7893,797,40.1506,246.6562,Benign
192.168.10.147,10.0.3.212,55524,8080,UDP,FIN,42,48724,4370,9.611,1160.0952,Benign
192.168.4.170,10.0.1.41,28144,80,TCP,FIN,25,2340,2826,8.8464,93.6,Benign
192.168.9.54,10.0.2.49,17773,3389,UDP,PSH-ACK,337,164157,13395,25.1586,487.1128,BruteForce
192.168.7.84,10.0.3.181,10851,443,ICMP,SYN-ACK,28,16190,2127,13.1641,578.2143,Benign
192.168.10.168,10.0.4.198,50902,443,TCP,SYN,15434,3353910,7556,2042.6151,217.3066,DoS
192.168.3.25,10.0.3.232,51930,443,TCP,SYN,41671,463347,2090,19938.2775,11.1192,DoS
192.168.6.139,10.0.2.238,28897,22,UDP,RST,43,14132,135,318.5185,328.6512,Benign
192.168.4.2,10.0.1.202,34803,443,UDP,ACK,34,12215,4023,8.4514,359.2647,Benign
192.168.7.111,10.0.4.144,54181,523,ICMP,SYN,424,2140,2019,210.005,5.0472,PortScan
192.168.1.43,10.0.2.33,58354,8080,ICMP,SYN-ACK,32,7479,2054,15.5794,233.7188,Benign
192.168.1.206,10.0.4.120,54644,53,TCP,SYN,41,31426,1124,36.4769,766.4878,Benign
192.168.1.164,10.0.3.196,55330,3389,TCP,RST,1929,53756,17852,108.0551,27.8673,BruteForce
192.168.8.121,10.0.3.236,49972,53,TCP,SYN,23,9688,2713,8.4777,421.2174,Benign
192.168.3.178,10.0.5.124,43784,443,ICMP,FIN,5,39988,603,8.2919,7997.6,Benign
192.168.1.114,10.0.0.38,5820,3389,TCP,ACK,1956,83048,6614,295.7363,42.4581,BruteForce
192.168.4.76,10.0.5.75,33061,80,TCP,PSH-ACK,27,48921,4060,6.6502,1811.8889,Benign
192.168.8.253,10.0.3.25,50660,22,ICMP,PSH-ACK,12,44923,4848,2.4752,3743.5833,Benign
192.168.10.162,10.0.3.28,25678,9440,UDP,PSH-ACK,131,50857,36133,3.6255,388.2214,Backdoor
192.168.7.198,10.0.3.105,20422,53,TCP,RST,48,25248,4392,10.929,526.0,Benign
192.168.4.50,10.0.2.200,18457,751,TCP,SYN,255,3645,1653,154.265,14.2941,PortScan
192.168.3.253,10.0.5.98,45729,443,ICMP,SYN-ACK,34,41403,1740,19.5402,1217.7353,Benign
192.168.3.33,10.0.0.149,6000,80,TCP,SYN,35058,278267,6928,5060.3349,7.9373,DoS
192.168.5.123,10.0.5.63,28636,8080,TCP,SYN,36,42478,4906,7.338,1179.9444,Benign
192.168.2.22,10.0.2.10,49862,80,TCP,SYN,18,15007,412,43.6893,833.7222,SQLInjection
192.168.3.108,10.0.0.8,34048,22,TCP,ACK,27,37234,4784,5.6438,1379.037,Benign
192.168.4.172,10.0.2.217,31742,934,UDP,SYN,984,4330,1403,701.3542,4.4004,PortScan
192.168.6.74,10.0.4.129,47799,22,TCP,SYN-ACK,10,39829,1631,6.1312,3982.9,Benign
192.168.2.73,10.0.4.104,31956,8080,ICMP,SYN,29,16390,4239,6.8412,565.1724,Benign
192.168.7.253,10.0.5.100,56930,80,TCP,PSH-ACK,29,2751,498,58.2329,94.8621,SQLInjection
192.168.4.24,10.0.3.178,10114,22,ICMP,FIN,28,10084,4347,6.4412,360.1429,Benign
192.168.3.80,10.0.3.138,22852,443,UDP,RST,36,44396,1152,31.25,1233.2222,Benign
192.168.5.1,10.0.0.208,3277,25,ICMP,PSH-ACK,47,9756,270,174.0741,207.5745,Benign
192.168.9.101,10.0.5.13,6683,773,UDP,SYN,908,1286,1809,501.9348,1.4163,PortScan
192.168.2.151,10.0.0.144,51204,443,UDP,SYN-ACK,14,32973,1038,13.4875,2355.2143,Benign
192.168.7.245,10.0.5.52,48841,406,TCP,SYN,340,6247,2223,152.9465,18.3735,PortScan
192.168.4.98,10.0.4.183,51003,184,TCP,SYN,159,1931,654,243.1193,12.1447,PortScan
192.168.10.14,10.0.4.211,40030,80,ICMP,ACK,40,29556,4368,9.1575,738.9,Benign
192.168.2.187,10.0.0.208,62661,80,UDP,RST,16,35019,1989,8.0442,2188.6875,Benign
192.168.6.179,10.0.2.17,22985,443,ICMP,RST,44,45257,514,85.6031,1028.5682,Benign
192.168.10.190,10.0.1.13,61544,443,UDP,PSH-ACK,45,29564,3517,12.795,656.9778,Benign
192.168.7.23,10.0.1.198,28384,51,UDP,SYN,624,2349,1074,581.0056,3.7644,PortScan
192.168.3.173,10.0.5.110,35097,53,TCP,SYN-ACK,24,30572,2200,10.9091,1273.8333,Benign
192.168.8.217,10.0.0.224,23796,151,ICMP,SYN,948,2446,648,1462.963,2.5802,PortScan
192.168.6.175,10.0.4.243,14923,22,ICMP,PSH-ACK,217,170660,16177,13.4141,786.4516,BruteForce
192.168.8.239,10.0.1.155,30375,6821,ICMP,RST,55,17407,46549,1.1816,316.4909,Backdoor
192.168.10.253,10.0.0.192,21236,22,TCP,PSH-ACK,43,15755,3986,10.7878,366.3953,Benign
192.168.7.188,10.0.2.166,2910,22,ICMP,SYN,36,28493,4023,8.9485,791.4722,Benign
192.168.2.131,10.0.3.123,27115,53,TCP,PSH-ACK,39,14704,3451,11.3011,377.0256,Benign
192.168.4.111,10.0.4.135,60403,8080,ICMP,PSH-ACK,6,6252,3348,1.7921,1042.0,Benign
192.168.3.118,10.0.3.45,39829,871,TCP,SYN,542,8126,2318,233.8223,14.9926,PortScan
192.168.9.213,10.0.5.132,1757,25,ICMP,PSH-ACK,17,29830,3352,5.0716,1754.7059,Benign
192.168.2.244,10.0.3.254,54568,443,UDP,ACK,40,42497,4505,8.879,1062.425,Benign
192.168.10.1,10.0.3.75,39086,443,TCP,ACK,82,19545,104,788.4615,238.3537,SQLInjection
192.168.3.83,10.0.2.160,32259,443,UDP,FIN,32,21649,4163,7.6868,676.5312,Benign
192.168.7.76,10.0.0.141,55982,21,TCP,RST,1719,149513,2807,612.3976,86.9767,BruteForce
192.168.6.8,10.0.0.236,47592,903,UDP,SYN,211,7349,1850,114.0541,34.8294,PortScan
192.168.8.142,10.0.4.49,38488,53,TCP,ACK,27,26483,2974,9.0787,980.8519,Benign
192.168.2.137,10.0.4.113,6285,6970,ICMP,SYN,154,61168,12580,12.2417,397.1948,Backdoor
192.168.1.224,10.0.5.93,51740,25,TCP,SYN,43,12534,2245,19.1537,291.4884,Benign
192.168.5.153,10.0.5.164,12882,443,TCP,SYN,27910,3984391,1815,15377.4105,142.7585,DoS
192.168.4.165,10.0.0.199,10283,80,ICMP,ACK,12,7163,1328,9.0361,596.9167,Benign
192.168.6.163,10.0.0.17,43212,74,ICMP,SYN,605,5509,1200,504.1667,9.1058,PortScan
192.168.10.194,10.0.0.103,44380,8080,ICMP,RST,14,12372,1427,9.8108,883.7143,Benign
192.168.4.218,10.0.1.105,40655,33,TCP,SYN,493,3754,671,734.7243,7.6146,PortScan
192.168.1.201,10.0.3.164,13840,443,TCP,SYN,16322,3328730,7938,2056.1854,203.9413,DoS
192.168.3.67,10.0.5.207,38655,443,UDP,SYN-ACK,35,48654,2461,14.2219,1390.1143,Benign
192.168.1.179,10.0.2.127,58966,25,ICMP,SYN,22,20493,3303,6.6606,931.5,Benign
192.168.10.95,10.0.3.174,51943,102,UDP,SYN,837,7232,2723,307.3816,8.6404,PortScan
192.168.8.202,10.0.1.93,43356,21,UDP,SYN-ACK,648,76685,12823,50.5342,118.341,BruteForce
192.168.2.72,10.0.3.168,29147,25,ICMP,RST,31,23695,4311,7.1909,764.3548,Benign
192.168.4.171,10.0.5.224,18565,8080,ICMP,ACK,40,49089,1973,20.2737,1227.225,Benign
192.168.6.168,10.0.4.242,29136,853,ICMP,SYN,952,9102,1384,687.8613,9.5609,PortScan
192.168.7.251,10.0.3.213,20666,80,TCP,SYN,15109,345773,8548,1767.548,22.8852,DoS
192.168.8.94,10.0.4.121,1323,8080,ICMP,RST,20,10924,3446,5.8038,546.2,Benign
192.168.10.144,10.0.1.169,55361,6907,ICMP,SYN-ACK,82,61442,49129,1.6691,749.2927,Backdoor
